"","category","name","reviewer","reviews","veridied","date.of.review","ratings"
"287","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Cass","Got this for my new desk. It was fairly easy to assemble I did it in less than 45 minutes by myself. It’s also pretty comfy! I didn’t think it was a bad price either","Verified Purchase","Reviewed in the United States on 1 January 2024","4.0 out of 5 stars"
"288","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Lily","This chair is so comfortable .  Simple to put together.","Verified Purchase","Reviewed in the United States on 7 January 2024","4.0 out of 5 stars"
"289","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Lily","The media could not be loaded.
                
            
                
            
            
        
    
    
 I bought this chair so the legs and arms matched the color of the table my roommate gave me. It's a perfect match, and I don't know about most other girls, but for me it was easy to install. I finish installing it in 15 minutes.","Verified Purchase","Reviewed in the United States on 23 January 2024","5.0 out of 5 stars"
"290","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Payton Giffin","It was a Xmas gift for my son.","Verified Purchase","Reviewed in the United States on 5 January 2024","5.0 out of 5 stars"
"291","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Amazon Customer","I love this chair, it’s beautiful and super comfortable with the thick leather.  I sit on it all day and have no issues. It was a little more expensive then I wanted to pay for a chair. I also wish it reclined back and the back part was a little taller / higher.","Verified Purchase","Reviewed in Canada on 9 May 2021","4.5 out of 5 stars"
"292","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","sonia M","La description est erronée, cette chaise n'est pas en cuir véritable et donc n'a pas la même résistance et look.","Verified Purchase","Reviewed in Canada on 9 August 2021","4.0 out of 5 stars"
"293","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Marie","Nous avons reçu une chaise usagée, cheveux aux roulettes avec égratignures très décevant !","Verified Purchase","Reviewed in Canada on 3 April 2022","2.0 out of 5 stars"
"294","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Mimi Coleman","I bought this for my son and he loves the chair. He uses it for school and gaming. It matches with the gold and black theme in his room.","Verified Purchase","Reviewed in the United States on 16 February 2024","1.0 out of 5 stars"
"295","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Laura Kennedy","Nice but I ordered 7. One package was damaged greatly to the box and torn on one chair.","Verified Purchase","Reviewed in the United States on 17 February 2024","4.0 out of 5 stars"
"296","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Laura Kennedy","this was a headache to set up. Directions were unclear. It took way longer than expected to put together and then to top it off, they made one of the screw holes too big so now one of the arm rest isn't screwed in and hanging by the other screwed in arm rest above it. Not too happy about it obviously and it's too much work to take it apart and send it back now.","Verified Purchase","Reviewed in the United States on 4 January 2024","4.0 out of 5 stars"
"297","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Cass","Got this for my new desk. It was fairly easy to assemble I did it in less than 45 minutes by myself. It’s also pretty comfy! I didn’t think it was a bad price either","Verified Purchase","Reviewed in the United States on 1 January 2024","4.0 out of 5 stars"
"298","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Lily","This chair is so comfortable .  Simple to put together.","Verified Purchase","Reviewed in the United States on 7 January 2024","4.0 out of 5 stars"
"299","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Lily","The media could not be loaded.
                
            
                
            
            
        
    
    
 I bought this chair so the legs and arms matched the color of the table my roommate gave me. It's a perfect match, and I don't know about most other girls, but for me it was easy to install. I finish installing it in 15 minutes.","Verified Purchase","Reviewed in the United States on 23 January 2024","5.0 out of 5 stars"
"300","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Payton Giffin","It was a Xmas gift for my son.","Verified Purchase","Reviewed in the United States on 5 January 2024","5.0 out of 5 stars"
"301","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Amazon Customer","I love this chair, it’s beautiful and super comfortable with the thick leather.  I sit on it all day and have no issues. It was a little more expensive then I wanted to pay for a chair. I also wish it reclined back and the back part was a little taller / higher.","Verified Purchase","Reviewed in Canada on 9 May 2021","4.5 out of 5 stars"
"302","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","sonia M","La description est erronée, cette chaise n'est pas en cuir véritable et donc n'a pas la même résistance et look.","Verified Purchase","Reviewed in Canada on 9 August 2021","4.0 out of 5 stars"
"303","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Marie","Nous avons reçu une chaise usagée, cheveux aux roulettes avec égratignures très décevant !","Verified Purchase","Reviewed in Canada on 3 April 2022","2.0 out of 5 stars"
"304","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Mimi Coleman","I bought this for my son and he loves the chair. He uses it for school and gaming. It matches with the gold and black theme in his room.","Verified Purchase","Reviewed in the United States on 16 February 2024","1.0 out of 5 stars"
"305","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Laura Kennedy","Nice but I ordered 7. One package was damaged greatly to the box and torn on one chair.","Verified Purchase","Reviewed in the United States on 17 February 2024","4.0 out of 5 stars"
"306","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Laura Kennedy","this was a headache to set up. Directions were unclear. It took way longer than expected to put together and then to top it off, they made one of the screw holes too big so now one of the arm rest isn't screwed in and hanging by the other screwed in arm rest above it. Not too happy about it obviously and it's too much work to take it apart and send it back now.","Verified Purchase","Reviewed in the United States on 4 January 2024","4.0 out of 5 stars"
"307","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Cass","Got this for my new desk. It was fairly easy to assemble I did it in less than 45 minutes by myself. It’s also pretty comfy! I didn’t think it was a bad price either","Verified Purchase","Reviewed in the United States on 1 January 2024","4.0 out of 5 stars"
"308","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Lily","This chair is so comfortable .  Simple to put together.","Verified Purchase","Reviewed in the United States on 7 January 2024","4.0 out of 5 stars"
"309","chair","Flash Furniture Whitney Mid-Back Desk Chair - Black LeatherSoft Executive Swivel Office Chair with Rose Gold Frame - Swivel Arm Chair","Lily","The media could not be loaded.
                
            
                
            
            
        
    
    
 I bought this chair so the legs and arms matched the color of the table my roommate gave me. It's a perfect match, and I don't know about most other girls, but for me it was easy to install. I finish installing it in 15 minutes.","Verified Purchase","Reviewed in the United States on 23 January 2024","5.0 out of 5 stars"
